53.6951968, 960
120.5858400, 7
143.5858400, 8
169.0156224, 9
174.0156224, 131
345.0937344, 9
360.0937344, 132
491.5545952, 9
506.5545952, 133
651.7420640, 9100
779.6327072, 9
794.6327072, 134
990.7342528, 9
1005.7342528, 136
1133.1093568, 9
1148.1093568, 137
1452.5780288, 991
1586.8670432, 9
1586.8670432, 139
1804.0937344, 9
1819.0937344, 1310
1945.9607776, 955
2049.0390560, 1311
